,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,Viscosity Value (Pa * s),Viscosity Uncertainty (Pa * s),Source
268,628cb29bfbdd4963bbd9d8c5eb6e8b9d,303.15,101.0,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000514,1.05e-05,10.1007/s10765-011-0989-8
0,26ed3c0e59dc4c569a9fa6b20d84ece1,298.15,101.0,Liquid,1,CCCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.011817,5.55e-05,10.1007/s10765-011-0995-x
1,4e59d6120ab6405bae6ac2fbd9f9fc12,303.15,101.0,Liquid,1,CCCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.009766,4.75e-05,10.1007/s10765-011-0995-x
6,bc556d76058f446cb8942cb7061d9019,298.15,101.0,Liquid,1,Cc1ccccc1Cl,Solvent,1.0,,,,,,,,,,0.000943,6.5e-06,10.1007/s10765-011-0995-x
7,9293a5dec75149e38cad85d281649b31,303.15,101.0,Liquid,1,Cc1ccccc1Cl,Solvent,1.0,,,,,,,,,,0.000885,6e-06,10.1007/s10765-011-0995-x
12,c1963cc41e06437f9bf312a7f886e032,298.15,101.0,Liquid,1,Cc1cccc(Cl)c1,Solvent,1.0,,,,,,,,,,0.000798,5.5e-06,10.1007/s10765-011-0995-x
13,e96bf008014f41b1a47ffedfbbbd84b0,303.15,101.0,Liquid,1,Cc1cccc(Cl)c1,Solvent,1.0,,,,,,,,,,0.000746,5.5e-06,10.1007/s10765-011-0995-x
18,d7343f07c8434f48b50444471f7f8fee,298.15,101.0,Liquid,1,Cc1ccc(Cl)cc1,Solvent,1.0,,,,,,,,,,0.000828,5.5e-06,10.1007/s10765-011-0995-x
19,449036909a034d7a93342fb66a4ed202,303.15,101.0,Liquid,1,Cc1ccc(Cl)cc1,Solvent,1.0,,,,,,,,,,0.000784,5.5e-06,10.1007/s10765-011-0995-x
24,145a76f675e44b7daa688e47d06f6cfb,298.15,101.0,Liquid,1,CCCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.011817,5.55e-05,10.1007/s10765-011-0995-x
39,c862dc480e484bcb97b1e335e955aafd,298.15,101.0,Liquid,1,Cc1ccccc1Cl,Solvent,1.0,,,,,,,,,,0.000943,6.5e-06,10.1007/s10765-011-0995-x
40,aaa8a5a45d8e4224a052b1e4dc1fdbe4,303.15,101.0,Liquid,1,CCCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.009766,4.75e-05,10.1007/s10765-011-0995-x
55,5da97575a3184bf883862e0fa3cfbbfd,303.15,101.0,Liquid,1,Cc1ccccc1Cl,Solvent,1.0,,,,,,,,,,0.000885,6e-06,10.1007/s10765-011-0995-x
120,2d4483a25b954f3fb0c81f83faab3b66,298.15,101.0,Liquid,1,CCCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.011817,5.55e-05,10.1007/s10765-011-0995-x
135,104a47f1655448ec8a2c5b76c6043694,298.15,101.0,Liquid,1,Cc1cccc(Cl)c1,Solvent,1.0,,,,,,,,,,0.000798,5.5e-06,10.1007/s10765-011-0995-x
136,11e7c372aa1441199ac9618ce37424ee,303.15,101.0,Liquid,1,CCCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.009766,4.75e-05,10.1007/s10765-011-0995-x
151,7d119eb552f64283bce56d7dbb0b2d78,303.15,101.0,Liquid,1,Cc1cccc(Cl)c1,Solvent,1.0,,,,,,,,,,0.000746,5.5e-06,10.1007/s10765-011-0995-x
216,e754635c854440d5bbb3b0b337f586c9,298.15,101.0,Liquid,1,CCCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.011817,5.55e-05,10.1007/s10765-011-0995-x
231,8cf7625ce9844afdbfd4ee1b253b4f2b,298.15,101.0,Liquid,1,Cc1ccc(Cl)cc1,Solvent,1.0,,,,,,,,,,0.000828,5.5e-06,10.1007/s10765-011-0995-x
232,650cef32ef2b4d3caf4ba2e8da270a06,303.15,101.0,Liquid,1,CCCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.009766,4.75e-05,10.1007/s10765-011-0995-x
247,33592ae628e04d72912096ceca831c9a,303.15,101.0,Liquid,1,Cc1ccc(Cl)cc1,Solvent,1.0,,,,,,,,,,0.000784,5.5e-06,10.1007/s10765-011-0995-x
0,762183fc146e4f7296bd9ac2d567a234,298.15,101.0,Liquid,1,Clc1cccc(Cl)c1,Solvent,1.0,,,,,,,,,,0.001014,4.5e-06,10.1007/s10765-011-1087-7
1,5c0b82284e2b4de38adfd98fcf3513cf,303.15,101.0,Liquid,1,Clc1cccc(Cl)c1,Solvent,1.0,,,,,,,,,,0.000946,4e-06,10.1007/s10765-011-1087-7
6,9b43777775b647dda5305d525d82e1ca,298.15,101.0,Liquid,1,Clc1ccccc1Cl,Solvent,1.0,,,,,,,,,,0.001314,5e-06,10.1007/s10765-011-1087-7
7,cd5695b797cb4d35bf3e51112ed2eb6a,303.15,101.0,Liquid,1,Clc1ccccc1Cl,Solvent,1.0,,,,,,,,,,0.001235,5e-06,10.1007/s10765-011-1087-7
12,2106004f16584e7eb7eb95ffb3291370,298.15,101.0,Liquid,1,Clc1ccc(Cl)c(Cl)c1,Solvent,1.0,,,,,,,,,,0.001926,6e-06,10.1007/s10765-011-1087-7
13,2a64adf9f86544779d79106f9ee2be17,303.15,101.0,Liquid,1,Clc1ccc(Cl)c(Cl)c1,Solvent,1.0,,,,,,,,,,0.00176,6e-06,10.1007/s10765-011-1087-7
3,a841d3b21a714073ab107f2cda8d949c,298.18,101.0,Liquid,1,Cc1ccccn1,Solvent,1.0,,,,,,,,,,0.000751,6e-06,10.1007/s10765-011-1100-1
4,d0217522a5544c7791869eddbfc6fda1,303.21,101.0,Liquid,1,Cc1ccccn1,Solvent,1.0,,,,,,,,,,0.000704,5.5e-06,10.1007/s10765-011-1100-1
11,10be5148adf5415ca1d05935994b0e9b,298.2,101.0,Liquid,1,Cc1cccc(C)n1,Solvent,1.0,,,,,,,,,,0.000806,6.5e-06,10.1007/s10765-011-1100-1
12,b0b993677ee848e6b88ac9b9371001ad,303.24,101.0,Liquid,1,Cc1cccc(C)n1,Solvent,1.0,,,,,,,,,,0.000753,6e-06,10.1007/s10765-011-1100-1
19,d99186bffe4247fb8444315a0723608a,298.22,101.0,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000548,3.5e-06,10.1007/s10765-011-1100-1
20,af817500da8f4ccab618399b85fe2f3b,303.21,101.0,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000511,3e-06,10.1007/s10765-011-1100-1
25,1b777df4ebc94099afa6942af7e1356f,298.22,101.0,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000548,3.5e-06,10.1007/s10765-011-1100-1
26,a885fd60a68b4aba939d93ac949c26bf,303.21,101.0,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000511,3e-06,10.1007/s10765-011-1100-1
106,23ce18fb253c42238ce3ed30748e88ec,298.18,101.0,Liquid,1,Cc1ccccn1,Solvent,1.0,,,,,,,,,,0.000751,6e-06,10.1007/s10765-011-1100-1
107,b76ebb22dbd149ea9f13ffd4613e016b,303.21,101.0,Liquid,1,Cc1ccccn1,Solvent,1.0,,,,,,,,,,0.000704,5.5e-06,10.1007/s10765-011-1100-1
154,650051b47c8e461aa6545bb246cda4d1,298.2,101.0,Liquid,1,Cc1cccc(C)n1,Solvent,1.0,,,,,,,,,,0.000806,6.5e-06,10.1007/s10765-011-1100-1
155,3d327aeb927c4a27a9b7e9b366d79e94,303.24,101.0,Liquid,1,Cc1cccc(C)n1,Solvent,1.0,,,,,,,,,,0.000753,6e-06,10.1007/s10765-011-1100-1
3,fb969b56213c408885980cb8f292167a,298.15,101.0,Liquid,1,CCCCCl,Solvent,1.0,,,,,,,,,,0.0004214,4.1e-06,10.1007/s10765-012-1371-1
4,ed6b16cf018749729c806affd22edc60,303.15,101.0,Liquid,1,CCCCCl,Solvent,1.0,,,,,,,,,,0.000405,3.95e-06,10.1007/s10765-012-1371-1
10,7a6f8274986944969a3c96c16d7015b0,298.15,101.0,Liquid,1,CC(C)CCl,Solvent,1.0,,,,,,,,,,0.0004296,4.15e-06,10.1007/s10765-012-1371-1
11,d5308c4d75534aafa80a0c687e85fdd8,303.15,101.0,Liquid,1,CC(C)CCl,Solvent,1.0,,,,,,,,,,0.0004112,4e-06,10.1007/s10765-012-1371-1
17,4505409722d64eb9b3594f3fa9e31b6e,298.15,101.0,Liquid,1,CCCCOCC,Solvent,1.0,,,,,,,,,,0.000399,3.95e-06,10.1007/s10765-012-1371-1
18,bdeab9640b0e4c7f93b1fcbecc148162,303.15,101.0,Liquid,1,CCCCOCC,Solvent,1.0,,,,,,,,,,0.0003756,3.75e-06,10.1007/s10765-012-1371-1
24,2013c509b5d841d5a81fca2d4158df58,298.15,101.0,Liquid,1,COC(C)(C)C,Solvent,1.0,,,,,,,,,,0.0003327,3.45e-06,10.1007/s10765-012-1371-1
25,6be74d49574641148ef8c2423e019ff3,303.15,101.0,Liquid,1,COC(C)(C)C,Solvent,1.0,,,,,,,,,,0.0003152,3.3e-06,10.1007/s10765-012-1371-1
67,2e3c652575974432aa2e45a7882a9410,298.15,101.0,Liquid,1,CCCCOCC,Solvent,1.0,,,,,,,,,,0.000399,3.95e-06,10.1007/s10765-012-1371-1
79,d6ca76570f0e49e0b04990977ff58657,298.15,101.0,Liquid,1,CCCCCl,Solvent,1.0,,,,,,,,,,0.0004214,4.1e-06,10.1007/s10765-012-1371-1
80,bc62cfac6dc14af6af1a9571e4b1dc34,303.15,101.0,Liquid,1,CCCCOCC,Solvent,1.0,,,,,,,,,,0.0003756,3.75e-06,10.1007/s10765-012-1371-1
92,b213cb5eb62c41bebe0705e40996b5fa,303.15,101.0,Liquid,1,CCCCCl,Solvent,1.0,,,,,,,,,,0.000405,3.95e-06,10.1007/s10765-012-1371-1
158,ca33c0f2ee1f4ea8ae8fe7d4ac4843b6,298.15,101.0,Liquid,1,CCCCOCC,Solvent,1.0,,,,,,,,,,0.000399,3.95e-06,10.1007/s10765-012-1371-1
170,c474a645dc564981b72c09d2fef28178,298.15,101.0,Liquid,1,CC(C)CCl,Solvent,1.0,,,,,,,,,,0.0004296,4.15e-06,10.1007/s10765-012-1371-1
171,3a912f1f43bb4441841df056f5df610b,303.15,101.0,Liquid,1,CCCCOCC,Solvent,1.0,,,,,,,,,,0.0003756,3.75e-06,10.1007/s10765-012-1371-1
183,206fdb4dc70b4eddb9f04b849c4cd764,303.15,101.0,Liquid,1,CC(C)CCl,Solvent,1.0,,,,,,,,,,0.0004112,4e-06,10.1007/s10765-012-1371-1
249,a5981428cffc44939529b747bad90558,298.15,101.0,Liquid,1,COC(C)(C)C,Solvent,1.0,,,,,,,,,,0.0003327,3.45e-06,10.1007/s10765-012-1371-1
261,756ef2952c6b44b5a086babff3f5f1ed,298.15,101.0,Liquid,1,CCCCCl,Solvent,1.0,,,,,,,,,,0.0004214,4.1e-06,10.1007/s10765-012-1371-1
262,04731aaa6c8641ed9794654f5ab28fea,303.15,101.0,Liquid,1,COC(C)(C)C,Solvent,1.0,,,,,,,,,,0.0003152,3.3e-06,10.1007/s10765-012-1371-1
274,eacf7fbc57304e7ba72907cf051562ff,303.15,101.0,Liquid,1,CCCCCl,Solvent,1.0,,,,,,,,,,0.000405,3.95e-06,10.1007/s10765-012-1371-1
340,6c8bcc3ee8fc4863a578ad6813c07bf7,298.15,101.0,Liquid,1,COC(C)(C)C,Solvent,1.0,,,,,,,,,,0.0003327,3.45e-06,10.1007/s10765-012-1371-1
352,27e409c48b864ada8928c87cf27d2565,298.15,101.0,Liquid,1,CC(C)CCl,Solvent,1.0,,,,,,,,,,0.0004296,4.15e-06,10.1007/s10765-012-1371-1
353,888c1bbc1ed2417cb369e8e22b75e750,303.15,101.0,Liquid,1,COC(C)(C)C,Solvent,1.0,,,,,,,,,,0.0003152,3.3e-06,10.1007/s10765-012-1371-1
365,0e6fda3523964c24bf36c6a11eb83639,303.15,101.0,Liquid,1,CC(C)CCl,Solvent,1.0,,,,,,,,,,0.0004112,4e-06,10.1007/s10765-012-1371-1
12,798e0506d9c847db9bd8fbfc1c72ea33,298.15,101.0,Liquid,1,CCCCO,Solvent,1.0,,,,,,,,,,0.0025928,1.215e-05,10.1007/s10765-013-1469-0
13,e47c9b640e364178abb62a545f53d7c2,303.15,101.0,Liquid,1,CCCCO,Solvent,1.0,,,,,,,,,,0.0022771,1.08e-05,10.1007/s10765-013-1469-0
32,29a577f356414119ac420fef96b98eb8,298.15,101.0,Liquid,1,COCCOCCOCCOCCOC,Solvent,1.0,,,,,,,,,,0.0033801,1.565e-05,10.1007/s10765-013-1469-0
33,3687a59846434d1386e2ec606d7b60eb,303.15,101.0,Liquid,1,COCCOCCOCCOCCOC,Solvent,1.0,,,,,,,,,,0.0030042,1.395e-05,10.1007/s10765-013-1469-0
172,54c42b78100545799a3046de93dff9c9,298.15,101.0,Liquid,1,COCCOCCOCCOCCOC,Solvent,1.0,,,,,,,,,,0.0033801,1.565e-05,10.1007/s10765-013-1469-0
182,9248e5827426454d8418ba147af80068,298.15,101.0,Liquid,1,CCCCO,Solvent,1.0,,,,,,,,,,0.0025928,1.215e-05,10.1007/s10765-013-1469-0
183,c6049316fed2447a9ba9d9583dc1437e,303.15,101.0,Liquid,1,COCCOCCOCCOCCOC,Solvent,1.0,,,,,,,,,,0.0030042,1.395e-05,10.1007/s10765-013-1469-0
193,dd20033e8156457d83fefff6db9d1825,303.15,101.0,Liquid,1,CCCCO,Solvent,1.0,,,,,,,,,,0.0022771,1.08e-05,10.1007/s10765-013-1469-0
1,1246c245f93c4aa8b4ccdd7e2834b98f,298.19,101.325,Liquid,1,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.07111,0.001035,10.1007/s10765-013-1487-y
3,4003f18c51e3442784d91df3501c9527,298.13,101.325,Liquid,1,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,Solvent,1.0,,,,,,,,,,0.13535,0.00199,10.1007/s10765-013-1487-y
40,6f3a90fc38564b3d8d95e477eb2fdf55,298.19,101.325,Liquid,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,Solvent,1.0,,,,,,,,,,0.09719,0.00122,10.1007/s10765-013-1487-y
41,1ddf9a4fcd3e4ca2ab408c3d6ff0ad4e,303.15,101.325,Liquid,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,Solvent,1.0,,,,,,,,,,0.0768,0.000905,10.1007/s10765-013-1487-y
46,91d677fe20414a4d92689c8cd4782864,298.18,101.325,Liquid,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,Solvent,1.0,,,,,,,,,,0.09937,0.0013,10.1007/s10765-013-1487-y
4,4e8c99acda56497bb8b6ed76532acabd,303.15,101.0,Liquid,1,O=Cc1ccccc1,Solvent,1.0,,,,,,,,,,0.0013202,4.12e-05,10.1007/s10765-013-1492-1
12,eaf5c2db0cb644898591aa8d8132803c,303.15,101.0,Liquid,1,Clc1ccccc1,Solvent,1.0,,,,,,,,,,0.0007147,2.42e-05,10.1007/s10765-013-1492-1
18,91062373afab4f79aa0f448f0ec62e09,303.15,101.0,Liquid,1,O=[N+]([O-])c1ccccc1,Solvent,1.0,,,,,,,,,,0.0016179,3.755e-05,10.1007/s10765-013-1492-1
54,33ca4e822c634e84a97dec39b45a39da,303.15,101.0,Liquid,1,Clc1ccccc1,Solvent,1.0,,,,,,,,,,0.0007147,2.42e-05,10.1007/s10765-013-1492-1
64,165b1482e8644e6b931af56bf2b3a737,303.15,101.0,Liquid,1,O=Cc1ccccc1,Solvent,1.0,,,,,,,,,,0.0013202,4.12e-05,10.1007/s10765-013-1492-1
120,fe6ad5bf2ae54437a607ff266ec938e4,303.15,101.0,Liquid,1,O=[N+]([O-])c1ccccc1,Solvent,1.0,,,,,,,,,,0.0016179,3.755e-05,10.1007/s10765-013-1492-1
130,9a5e661b604a4f0fb1d5e74b4613220a,303.15,101.0,Liquid,1,O=Cc1ccccc1,Solvent,1.0,,,,,,,,,,0.0013202,3.12e-05,10.1007/s10765-013-1492-1
3,9bfe050db4f645d6ab1dd173795439ea,298.15,101.0,Liquid,1,c1ccccc1,Solvent,1.0,,,,,,,,,,0.000603,3.25e-05,10.1007/s10765-013-1526-8
4,c73969daca30482f8c2c01a132e1b417,303.15,101.0,Liquid,1,c1ccccc1,Solvent,1.0,,,,,,,,,,0.000557,3.05e-05,10.1007/s10765-013-1526-8
9,920e8ef4a5f84c0cb6b680b5df55cdb0,298.15,101.0,Liquid,1,Clc1ccccc1,Solvent,1.0,,,,,,,,,,0.000767,3.95e-05,10.1007/s10765-013-1526-8
10,8527f24e9efe45259a0819b070b75ce8,303.15,101.0,Liquid,1,Clc1ccccc1,Solvent,1.0,,,,,,,,,,0.000716,3.7e-05,10.1007/s10765-013-1526-8
15,4498782160cf48dcbe794d81ab3d4c70,298.15,101.0,Liquid,1,Brc1ccccc1,Solvent,1.0,,,,,,,,,,0.001065,5.2e-05,10.1007/s10765-013-1526-8
16,c682eb9ef8ee4690aaf875c50bfb8aa8,303.15,101.0,Liquid,1,Brc1ccccc1,Solvent,1.0,,,,,,,,,,0.001005,4.95e-05,10.1007/s10765-013-1526-8
3,d612fcca87a34ad9abc4ee92f7567140,298.15,101.325,Liquid,1,CCCCCCC,Solvent,1.0,,,,,,,,,,0.0003895,2.6e-06,10.1007/s10765-014-1759-1
7,4104c82e64a74b589f23ddf2663486e4,298.15,101.325,Liquid,1,CCCCCCCC,Solvent,1.0,,,,,,,,,,0.0005108,2.85e-06,10.1007/s10765-014-1759-1
11,460c83c60706403584a3a32213b90b3d,298.15,101.325,Liquid,1,Cc1ccccc1,Solvent,1.0,,,,,,,,,,0.0005528,3e-06,10.1007/s10765-014-1759-1
15,8a07b7bbc7144645a33ca3d793edfaed,298.15,101.325,Liquid,1,CCc1ccccc1,Solvent,1.0,,,,,,,,,,0.0006318,3.2e-06,10.1007/s10765-014-1759-1
19,3ff7e2c65f4f4e0e8ea6456818111494,298.15,101.325,Liquid,1,C1CCCCC1,Solvent,1.0,,,,,,,,,,0.0008931,3.95e-06,10.1007/s10765-014-1759-1
1,3e3b3b7e8bae4207aae173e2acaaf2f8,303.15,101.0,Liquid,1,ClC=C(Cl)Cl,Solvent,1.0,,,,,,,,,,0.000589,7e-06,10.1007/s10765-015-1927-y
3,d14ae0c43bc14479975ce00e09aba41c,303.15,101.0,Liquid,1,CCOC(C)=O,Solvent,1.0,,,,,,,,,,0.000424,5e-06,10.1007/s10765-015-1927-y
5,5ef420232d2845a5b1434c4d5bb7e26b,303.15,101.0,Liquid,1,CCCOC(C)=O,Solvent,1.0,,,,,,,,,,0.000547,6.5e-06,10.1007/s10765-015-1927-y
7,fc93908c92424830bbcddfaae555d40d,303.15,101.0,Liquid,1,CCCCOC(C)=O,Solvent,1.0,,,,,,,,,,0.000638,7.5e-06,10.1007/s10765-015-1927-y
18,45f032389e5149bab64c005ebf1d5c3d,303.15,101.0,Liquid,1,CCOC(C)=O,Solvent,1.0,,,,,,,,,,0.000424,5e-06,10.1007/s10765-015-1927-y
27,ce8aabcc6be14b628ad13eb76b41ecbc,303.15,101.0,Liquid,1,ClC=C(Cl)Cl,Solvent,1.0,,,,,,,,,,0.000589,7e-06,10.1007/s10765-015-1927-y
38,6c27ab45022843189914217856160f5a,303.15,101.0,Liquid,1,CCCOC(C)=O,Solvent,1.0,,,,,,,,,,0.000547,6.5e-06,10.1007/s10765-015-1927-y
47,a945534535cc45beb27c54ba302020b9,303.15,101.0,Liquid,1,ClC=C(Cl)Cl,Solvent,1.0,,,,,,,,,,0.000589,7e-06,10.1007/s10765-015-1927-y
58,0f1e354d8caf411ab186f689cfd645b1,303.15,101.0,Liquid,1,CCCCOC(C)=O,Solvent,1.0,,,,,,,,,,0.000638,7.5e-06,10.1007/s10765-015-1927-y
67,0d854b7fb66a44189cc1dc2abe54ce4e,303.15,101.0,Liquid,1,ClC=C(Cl)Cl,Solvent,1.0,,,,,,,,,,0.000589,7e-06,10.1007/s10765-015-1927-y
1,5095a7dccf514f2caee0d3488e717117,298.15,101.325,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000551,4e-06,10.1016/j.fluid.2005.05.012
2,a02d96a34ec64c9c8e1d76e4f57cc30b,303.15,101.325,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000509,4e-06,10.1016/j.fluid.2005.05.012
7,daf8d7a5f2684a719adfaa8a612a60a3,298.15,101.325,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.001078,6.5e-06,10.1016/j.fluid.2005.05.012
8,e8fcba3ab83c43808c62b01ae76501ba,303.15,101.325,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.000982,6e-06,10.1016/j.fluid.2005.05.012
13,50638d05706143bd9f49ec7534cbbbb8,298.15,101.325,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.001945,1.15e-05,10.1016/j.fluid.2005.05.012
14,6dff9cd05f2640349f2eb1b89122ec3b,303.15,101.325,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.00173,1e-05,10.1016/j.fluid.2005.05.012
19,6115edd544b84f088efe4d1168d5407c,298.15,101.325,Liquid,1,CC(C)O,Solvent,1.0,,,,,,,,,,0.002062,1.2e-05,10.1016/j.fluid.2005.05.012
20,7e5a09bac1e64ac6a915583abec038f7,303.15,101.325,Liquid,1,CC(C)O,Solvent,1.0,,,,,,,,,,0.001782,1.05e-05,10.1016/j.fluid.2005.05.012
25,61224b234a3e4c51938388dd73735b0d,298.15,101.325,Liquid,1,CCCCO,Solvent,1.0,,,,,,,,,,0.002572,1.45e-05,10.1016/j.fluid.2005.05.012
26,f32720b128de4dbda7723e0890e85703,303.15,101.325,Liquid,1,CCCCO,Solvent,1.0,,,,,,,,,,0.002271,1.3e-05,10.1016/j.fluid.2005.05.012
31,89dbe2b921fb437e8c9aa2e3dd68391c,298.15,101.325,Liquid,1,CC(C)CO,Solvent,1.0,,,,,,,,,,0.003334,1.85e-05,10.1016/j.fluid.2005.05.012
32,12b6f24ecf924effa2a4a6e934142807,303.15,101.325,Liquid,1,CC(C)CO,Solvent,1.0,,,,,,,,,,0.002794,1.6e-05,10.1016/j.fluid.2005.05.012
37,613ebbf2907c45f4a23bde54f5ff9641,298.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,,,0.001841,1.05e-05,10.1016/j.fluid.2005.05.012
38,76bbe0e1435442a9816911c76f38f27d,303.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,,,0.001624,9.5e-06,10.1016/j.fluid.2005.05.012
57,785ac7d426dc434f9eda52efe6c5489a,298.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,,,0.001841,1.05e-05,10.1016/j.fluid.2005.05.012
67,a2e44e0a4bb04f7f8617a7b719880bfc,298.15,101.325,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000551,4e-06,10.1016/j.fluid.2005.05.012
68,76c09127f15a4ccdaf8d41b02993aa7f,303.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,,,0.001624,9.5e-06,10.1016/j.fluid.2005.05.012
78,7c5b81467016462090c08dc81dee9456,303.15,101.325,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000509,4e-06,10.1016/j.fluid.2005.05.012
125,0f019d40e5b44e0386183914305f6f9b,298.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,,,0.001841,1.05e-05,10.1016/j.fluid.2005.05.012
137,afbb76cf717a40a59b4c3a2e7983d98a,298.15,101.325,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.001078,6.5e-06,10.1016/j.fluid.2005.05.012
138,da1f74b09ff54de5a5cff393dc437666,303.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,,,0.001624,9.5e-06,10.1016/j.fluid.2005.05.012
150,38ef228f2fd14fa0ae89eb42fdcedd3d,303.15,101.325,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.000982,6e-06,10.1016/j.fluid.2005.05.012
204,68551637368c4ed2a60bce4189132220,298.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,,,0.001841,1.05e-05,10.1016/j.fluid.2005.05.012
217,f32b4cfcf7ad4b3e8a931bf03b145fbf,298.15,101.325,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.001945,1.15e-05,10.1016/j.fluid.2005.05.012
218,8002464009b64d388dd2b18d8e710956,303.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,,,0.001624,9.5e-06,10.1016/j.fluid.2005.05.012
231,107936cee277456fb7ba8c85e6b3b6b3,303.15,101.325,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.00173,1e-05,10.1016/j.fluid.2005.05.012
287,4bdddefdccb6453db1133db7b833f79a,298.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,,,0.001841,1.05e-05,10.1016/j.fluid.2005.05.012
299,b60689bd1a47430bb7edbdad976a7e58,298.15,101.325,Liquid,1,CC(C)O,Solvent,1.0,,,,,,,,,,0.002062,1.2e-05,10.1016/j.fluid.2005.05.012
300,8aa43ec05e794c138d9c7f3ec956f206,303.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,,,0.001624,9.5e-06,10.1016/j.fluid.2005.05.012
312,740a857b3c1744b4965f2ac22a66cfdd,303.15,101.325,Liquid,1,CC(C)O,Solvent,1.0,,,,,,,,,,0.001782,1.05e-05,10.1016/j.fluid.2005.05.012
366,638ac3ed298f400eb54144c5fbe56206,298.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,,,0.001841,1.05e-05,10.1016/j.fluid.2005.05.012
379,ab5d2fb860384fd099b4570e018d4051,298.15,101.325,Liquid,1,CCCCO,Solvent,1.0,,,,,,,,,,0.002572,1.45e-05,10.1016/j.fluid.2005.05.012
380,9690ec9c80124baf8dc87093b5c1b3d6,303.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,,,0.001624,9.5e-06,10.1016/j.fluid.2005.05.012
393,0068ef43544440ebaca958bb2cb6f22d,303.15,101.325,Liquid,1,CCCCO,Solvent,1.0,,,,,,,,,,0.002271,1.3e-05,10.1016/j.fluid.2005.05.012
449,317663f860bc40ea8645874b21f5258e,298.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,,,0.001841,1.05e-05,10.1016/j.fluid.2005.05.012
461,bb683389e9fe4e078946bfe17e3337c6,298.15,101.325,Liquid,1,CC(C)CO,Solvent,1.0,,,,,,,,,,0.003334,1.85e-05,10.1016/j.fluid.2005.05.012
462,2fa3499d3acf4990bc2f14500e03d0ba,303.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,,,,,,,,,,0.001624,9.5e-06,10.1016/j.fluid.2005.05.012
474,33f732e0e6a34c5abe4470d9b23cd0be,303.15,101.325,Liquid,1,CC(C)CO,Solvent,1.0,,,,,,,,,,0.002794,1.6e-05,10.1016/j.fluid.2005.05.012
1,29ff01d76d13413c98bc4a606d806f49,298.15,101.325,Liquid,1,CC(=O)O,Solvent,1.0,,,,,,,,,,0.001115,1.75e-05,10.1016/j.fluid.2005.07.010
